tract_id,mhi,year_usd
22103041204,42000,2012
22103041207,60000,2012
22103041208,137000,2012
22103041209,77000,2012
22103041210,66000,2012
22103041211,88000,2012
22103041212,95000,2012
22103041300,62000,2012
22105953200,35000,2012
22105953300,23000,2012
22105953400,30000,2012
22105953500,52000,2012
22105953600,20000,2012
22105953700,51000,2012
22105953800,40000,2012
22105953900,39000,2012
22105954001,36000,2012
22105954002,51000,2012
22105954101,33000,2012
22105954102,62000,2012
22105954200,35000,2012
22105954300,28000,2012
22105954400,28000,2012
22105954501,33000,2012
22105954502,45000,2012
22105954600,43000,2012
22105954700,58000,2012
22105954800,47000,2012
22107000100,31000,2012
22107000200,34000,2012
22107000300,27000,2012
22109000101,53000,2012
22109000102,34000,2012
22109000201,38000,2012
22109000202,51000,2012
22109000300,39000,2012
22109000401,57000,2012
22109000402,66000,2012
22109000500,32000,2012
22109000600,40000,2012
22109000700,30000,2012
22109000800,47000,2012
22109000900,42000,2012
22109001000,72000,2012
22109001100,48000,2012
22109001201,55000,2012
22109001202,44000,2012
22109001300,43000,2012
22109001400,35000,2012
22109001500,96000,2012
22109001600,45000,2012
22109001700,101000,2012
22111960100,45000,2012
22111960200,28000,2012
22111960300,35000,2012
22111960400,23000,2012
22111960500,39000,2012
22111960600,50000,2012
22113950100,61000,2012
22113950200,45000,2012
22113950400,35000,2012
22113950500,50000,2012
22113950600,40000,2012
22113950700,33000,2012
22113950800,25000,2012
22113950901,43000,2012
22113950902,50000,2012
22113951001,45000,2012
22113951002,55000,2012
22113951100,43000,2012
22115950100,53000,2012
22115950200,47000,2012
22115950300,50000,2012
22115950400,37000,2012
22115950500,40000,2012
22115950600,60000,2012
22115950701,77000,2012
22115950702,41000,2012
22115950703,47000,2012
22115950704,50000,2012
22115950800,42000,2012
22115950900,44000,2012
22117950101,33000,2012
22117950102,35000,2012
22117950200,35000,2012
22117950300,25000,2012
22117950400,29000,2012
22117950500,34000,2012
22117950600,35000,2012
22117950700,32000,2012
22117950800,24000,2012
22117950900,24000,2012
22117951000,27000,2012
22119031100,41000,2012
22119031200,31000,2012
22119031300,26000,2012
22119031400,41000,2012
22119031500,40000,2012
22119031600,66000,2012
22119031700,21000,2012
22119031800,36000,2012
22119031900,20000,2012
22119032000,46000,2012
22119032100,46000,2012
22121020100,36000,2012
22121020200,42000,2012
22121020300,52000,2012
22121020401,46000,2012
22121020402,75000,2012
22123000100,32000,2012
22123000200,34000,2012
22123000300,38000,2012
22125951701,44000,2012
22125951702,45000,2012
22125951800,64000,2012
22127960100,37000,2012
22127960200,45000,2012
22127960300,26000,2012
22127960400,25000,2012
