"point_id","state_fips_2010","county_fips_2010","tract_2010"
373,"22","75","50400"
374,"22","75","50400"
375,"22","109","1500"
376,"22","109","1500"
377,"22","109","1500"
378,"22","109","1500"
379,"22","109","1500"
380,"22","109","1500"
381,"22","109","1500"
382,"22","109","1500"
383,"22","51","27902"
384,"22","75","50400"
385,"22","75","50400"
386,"22","75","50400"
387,"22","75","50400"
388,"22","75","50400"
389,"22","75","50400"
390,"22","75","50400"
391,"22","109","1500"
392,"22","109","1500"
393,"22","109","1500"
394,"22","109","1500"
395,"22","109","1500"
396,"22","109","1500"
397,"22","109","1500"
398,"22","109","1500"
399,"22","109","1500"
400,"22","109","1500"
401,"22","109","1500"
402,"22","51","27902"
403,"22","51","27902"
404,"22","51","27902"
405,"22","75","50400"
406,"22","75","50400"
407,"22","75","50400"
408,"22","75","50100"
409,"22","45","31600"
410,"22","101","40800"
411,"22","109","1500"
412,"22","109","1500"
413,"22","109","1500"
414,"22","109","1500"
415,"22","109","1500"
416,"22","75","50400"
417,"22","75","50400"
418,"22","75","50400"
419,"22","75","50400"
420,"22","75","50400"
421,"22","75","50100"
422,"22","45","31600"
423,"22","101","40800"
424,"22","101","40800"
425,"22","101","40800"
426,"22","109","1500"
427,"22","109","1500"
428,"22","109","1500"
429,"22","109","1500"
430,"22","109","1400"
431,"22","75","50400"
432,"22","75","50400"
433,"22","75","50400"
434,"22","45","31600"
435,"22","45","31600"
436,"22","45","31600"
437,"22","45","31600"
438,"22","45","31600"
439,"22","45","31600"
440,"22","101","40800"
441,"22","101","40800"
442,"22","109","1500"
443,"22","109","1500"
444,"22","109","1500"
445,"22","109","1500"
446,"22","109","1400"
447,"22","75","50400"
448,"22","75","50400"
449,"22","45","31600"
450,"22","45","31600"
451,"22","45","31600"
452,"22","45","31600"
453,"22","45","31600"
454,"22","45","31600"
455,"22","45","31600"
456,"22","45","31600"
457,"22","45","31600"
458,"22","45","31600"
459,"22","101","40800"
460,"22","101","40800"
461,"22","101","40800"
462,"22","101","40800"
463,"22","101","40800"
464,"22","101","40800"
465,"22","101","40800"
466,"22","109","1500"
467,"22","109","1500"
468,"22","109","1500"
469,"22","109","1500"
470,"22","109","1500"
471,"22","109","1500"
472,"22","109","1500"
473,"22","109","1400"
474,"22","75","50400"
475,"22","75","50400"
476,"22","75","50400"
477,"22","75","50400"
478,"22","75","50400"
479,"22","113","951100"
480,"22","45","31600"
481,"22","45","31600"
482,"22","45","31600"
483,"22","45","31600"
484,"22","45","31600"
485,"22","45","31600"
486,"22","45","31600"
487,"22","45","31600"
488,"22","45","31600"
489,"22","45","31600"
490,"22","101","40800"
491,"22","101","40800"
492,"22","101","40800"
493,"22","101","40800"
494,"22","101","40800"
495,"22","101","40800"
496,"22","101","40800"
497,"22","101","40800"
498,"22","109","1500"
499,"22","109","1500"
500,"22","109","1500"
501,"22","109","1500"
502,"22","109","1500"
503,"22","109","1500"
504,"22","109","1500"
505,"22","75","50400"
506,"22","75","50400"
507,"22","75","50400"
508,"22","113","951100"
509,"22","113","951100"
510,"22","45","31600"
511,"22","45","31600"
512,"22","45","31600"
513,"22","45","31600"
514,"22","45","31600"
515,"22","45","31600"
516,"22","45","31600"
517,"22","101","40800"
518,"22","101","40800"
519,"22","101","40800"
520,"22","101","40800"
521,"22","101","40800"
522,"22","109","1500"
523,"22","109","1500"
524,"22","109","1500"
525,"22","109","1500"
526,"22","109","1500"
527,"22","109","1500"
528,"22","109","1500"
529,"22","109","1500"
530,"22","109","1500"
531,"22","51","27902"
532,"22","51","27902"
533,"22","75","50400"
534,"22","113","951100"
535,"22","113","951100"
536,"22","45","31600"
537,"22","45","31600"
538,"22","45","31600"
539,"22","45","31600"
540,"22","45","31600"
541,"22","45","31600"
542,"22","45","31600"
543,"22","101","40800"
544,"22","101","40800"
545,"22","101","40800"
546,"22","101","40800"
547,"22","101","40800"
548,"22","109","1500"
549,"22","109","1500"
550,"22","109","1500"
551,"22","109","1500"
552,"22","109","1500"
553,"22","109","1600"
554,"22","109","1500"
555,"22","109","1500"
556,"22","109","1500"
557,"22","109","1500"
558,"22","75","50400"
559,"22","75","50400"
560,"22","75","50400"
561,"22","45","31600"
562,"22","45","31600"
563,"22","45","31600"
564,"22","45","31600"
565,"22","45","31600"
566,"22","45","31600"
567,"22","45","31600"
568,"22","45","31600"
569,"22","45","31600"
570,"22","45","31600"
571,"22","45","31600"
572,"22","45","31600"
573,"22","101","40800"
574,"22","109","1500"
575,"22","109","1500"
576,"22","109","1500"
577,"22","109","1600"
578,"22","109","1600"
579,"22","109","1600"
580,"22","51","27902"
581,"22","51","27902"
582,"22","51","27902"
583,"22","51","27902"
584,"22","51","27902"
585,"22","51","27902"
586,"22","113","951100"
587,"22","45","31600"
588,"22","45","31600"
589,"22","45","31600"
590,"22","45","31600"
591,"22","45","31600"
592,"22","45","31600"
593,"22","45","31600"
594,"22","45","31600"
595,"22","45","31600"
596,"22","101","40900"
597,"22","101","40800"
598,"22","101","40800"
599,"22","109","1500"
600,"22","109","1600"
601,"22","109","1600"
602,"22","109","1600"
603,"22","109","1600"
604,"22","109","1600"
605,"22","109","1600"
606,"22","51","27902"
607,"22","51","27902"
608,"22","51","27902"
609,"22","75","50400"
610,"22","75","50400"
611,"22","113","951100"
612,"22","113","951100"
613,"22","113","951100"
614,"22","113","951100"
615,"22","113","951100"
616,"22","113","951100"
617,"22","45","31600"
618,"22","45","31600"
619,"22","45","31600"
620,"22","45","31600"
621,"22","45","31600"
622,"22","101","40800"
623,"22","101","40800"
624,"22","101","40800"
625,"22","101","40800"
626,"22","109","1500"
627,"22","109","1500"
628,"22","109","1500"
629,"22","109","1600"
630,"22","109","1600"
631,"22","109","1600"
632,"22","109","1600"
633,"22","109","1600"
634,"22","51","27902"
635,"22","113","951100"
636,"22","113","951100"
637,"22","113","951100"
638,"22","113","951100"
639,"22","113","951100"
640,"22","113","951100"
641,"22","113","951100"
642,"22","113","951100"
643,"22","45","31600"
644,"22","45","31600"
645,"22","45","31600"
646,"22","45","31600"
647,"22","101","40900"
648,"22","101","40900"
649,"22","101","40800"
650,"22","101","40800"
651,"22","101","40800"
652,"22","109","1500"
653,"22","109","1600"
654,"22","109","1600"
655,"22","109","1600"
656,"22","109","1500"
657,"22","51","27902"
658,"22","51","27902"
659,"22","113","951100"
660,"22","113","951100"
661,"22","113","951100"
662,"22","113","951100"
663,"22","113","951100"
664,"22","113","951100"
665,"22","113","951100"
666,"22","113","951100"
667,"22","113","951100"
668,"22","113","951100"
669,"22","113","951100"
670,"22","113","951100"
671,"22","113","951100"
672,"22","113","951100"
673,"22","113","951100"
674,"22","113","951100"
675,"22","45","31600"
676,"22","45","31600"
677,"22","45","31600"
678,"22","45","31600"
679,"22","45","31600"
680,"22","45","31600"
681,"22","101","40900"
682,"22","101","40900"
683,"22","101","40900"
684,"22","101","40800"
685,"22","101","40800"
686,"22","101","40800"
687,"22","101","40800"
688,"22","101","40800"
689,"22","101","40800"
690,"22","101","40800"
691,"22","109","1600"
692,"22","109","1600"
693,"22","109","1600"
694,"22","109","1600"
695,"22","109","1600"
696,"22","109","1600"
697,"22","51","27902"
698,"22","51","27902"
699,"22","51","27902"
700,"22","51","27902"
701,"22","113","951100"
702,"22","113","951100"
703,"22","113","951100"
704,"22","113","951100"
705,"22","113","951100"
706,"22","113","951100"
707,"22","45","31600"
708,"22","45","31600"
709,"22","101","40900"
710,"22","101","40900"
711,"22","101","40900"
712,"22","101","40900"
713,"22","101","40800"
714,"22","101","40800"
715,"22","101","40800"
716,"22","101","40800"
717,"22","101","40800"
718,"22","101","40800"
719,"22","109","1600"
720,"22","109","1600"
721,"22","109","1600"
722,"22","109","1600"
723,"22","109","1600"
724,"22","109","1600"
725,"22","109","1600"
726,"22","57","21601"
727,"22","51","27902"
728,"22","51","27902"
729,"22","51","27902"
730,"22","23","970100"
731,"22","23","970100"
732,"22","113","951100"
733,"22","113","951100"
734,"22","113","951100"
735,"22","113","951100"
736,"22","113","951100"
737,"22","113","951100"
738,"22","45","31600"
739,"22","101","40900"
740,"22","101","40900"
741,"22","101","40900"
742,"22","101","40900"
743,"22","101","40900"
744,"22","101","40900"
745,"22","101","40800"
746,"22","101","40800"
747,"22","101","40800"
748,"22","101","40800"
749,"22","101","40800"
750,"22","101","40800"
751,"22","109","1600"
752,"22","57","21601"
753,"22","57","21601"
754,"22","51","27902"
755,"22","51","27902"
756,"22","75","50400"
757,"22","23","970100"
758,"22","23","970100"
759,"22","23","970100"
760,"22","23","970100"
761,"22","23","970100"
762,"22","23","970100"
763,"22","23","970100"
764,"22","23","970100"
765,"22","113","951100"
766,"22","113","951100"
767,"22","113","951100"
768,"22","113","951100"
769,"22","113","951100"
770,"22","113","951100"
771,"22","113","951100"
772,"22","113","951100"
773,"22","113","951100"
774,"22","113","951100"
775,"22","113","951100"
776,"22","113","951100"
777,"22","113","951100"
778,"22","113","951100"
779,"22","113","951100"
780,"22","113","951100"
781,"22","45","31600"
782,"22","45","31600"
783,"22","101","40900"
784,"22","101","40900"
785,"22","101","40900"
786,"22","101","40900"
787,"22","101","40800"
788,"22","101","40800"
789,"22","101","40800"
790,"22","101","40800"
791,"22","101","40800"
792,"22","57","21601"
793,"22","23","970100"
794,"22","23","970100"
795,"22","23","970100"
796,"22","113","951100"
797,"22","113","951100"
798,"22","113","951100"
799,"22","113","951100"
800,"22","113","951100"
801,"22","113","951100"
802,"22","113","951100"
803,"22","113","951100"
804,"22","113","951100"
805,"22","113","951100"
806,"22","113","951100"
807,"22","101","40900"
808,"22","101","40900"
809,"22","101","40900"
810,"22","101","40900"
811,"22","101","40900"
812,"22","101","40900"
813,"22","101","40900"
814,"22","101","40900"
815,"22","101","40800"
816,"22","101","40800"
817,"22","101","40100"
818,"22","57","21601"
819,"22","23","970100"
820,"22","23","970100"
821,"22","23","970100"
822,"22","113","951100"
823,"22","113","951100"
824,"22","113","951100"
825,"22","113","951100"
826,"22","113","951100"
827,"22","113","951100"
828,"22","113","951100"
829,"22","113","951100"
830,"22","113","951100"
831,"22","113","951100"
832,"22","113","951100"
833,"22","101","40900"
834,"22","101","40900"
835,"22","101","40900"
836,"22","101","40900"
837,"22","101","40900"
838,"22","101","40100"
839,"22","101","40100"
840,"22","51","27902"
841,"22","51","27902"
842,"22","23","970100"
843,"22","23","970100"
844,"22","113","951100"
845,"22","113","951100"
846,"22","113","951100"
847,"22","113","951100"
848,"22","113","951100"
849,"22","113","951100"
850,"22","113","951100"
851,"22","113","951100"
852,"22","113","951100"
853,"22","113","951100"
854,"22","101","40900"
855,"22","23","970100"
856,"22","23","970100"
857,"22","23","970100"
858,"22","23","970100"
859,"22","23","970100"
860,"22","113","951100"
861,"22","113","951100"
862,"22","113","951100"
863,"22","113","951100"
864,"22","113","951100"
865,"22","113","951100"
866,"22","113","951100"
867,"22","113","951100"
868,"22","113","951100"
869,"22","113","951100"
870,"22","113","951100"
871,"22","113","951100"
872,"22","113","951100"
873,"22","113","951100"
874,"22","101","40900"
875,"22","101","40900"
876,"22","101","40100"
877,"22","51","27902"
878,"22","23","970100"
879,"22","23","970100"
880,"22","23","970100"
881,"22","23","970100"
882,"22","23","970100"
883,"22","23","970100"
884,"22","113","951100"
885,"22","113","951100"
886,"22","113","951100"
887,"22","113","951100"
888,"22","113","951100"
889,"22","113","951100"
890,"22","113","951100"
891,"22","113","951100"
892,"22","101","40900"
893,"22","101","40900"
894,"22","101","40900"
895,"22","23","970100"
896,"22","23","970100"
897,"22","23","970100"
898,"22","23","970100"
899,"22","23","970100"
900,"22","23","970100"
901,"22","23","970100"
902,"22","23","970100"
903,"22","23","970100"
904,"22","23","970100"
905,"22","113","951100"
906,"22","113","951100"
907,"22","113","951100"
908,"22","113","951100"
909,"22","113","951100"
910,"22","113","951100"
911,"22","113","951100"
912,"22","113","951100"
913,"22","113","951100"
914,"22","113","951100"
915,"22","113","951100"
916,"22","113","951100"
917,"22","101","40900"
918,"22","101","40900"
919,"22","101","40900"
920,"22","23","970100"
921,"22","23","970100"
922,"22","23","970100"
923,"22","23","970100"
924,"22","23","970100"
925,"22","23","970100"
926,"22","113","951100"
927,"22","113","951100"
928,"22","113","951100"
929,"22","113","951100"
930,"22","113","951100"
931,"22","113","951100"
932,"22","113","951100"
933,"22","113","951100"
934,"22","113","951100"
935,"22","113","951100"
936,"22","113","951100"
937,"22","113","951100"
938,"22","113","951100"
939,"22","101","40900"
940,"22","101","40900"
941,"22","101","40900"
942,"22","101","40900"
943,"22","101","40900"
944,"22","23","970100"
945,"22","23","970100"
946,"22","23","970100"
947,"22","23","970100"
948,"22","113","951100"
949,"22","113","951100"
950,"22","113","951100"
951,"22","113","951100"
952,"22","113","951100"
953,"22","113","951100"
954,"22","113","951100"
955,"22","113","951100"
956,"22","113","951100"
957,"22","113","951100"
958,"22","113","951100"
959,"22","113","951100"
960,"22","113","951100"
961,"22","113","951100"
962,"22","113","951100"
963,"22","113","951100"
964,"22","113","951100"
965,"22","113","951100"
966,"22","101","40900"
967,"22","101","40900"
968,"22","101","40900"
969,"22","23","970201"
970,"22","23","970201"
971,"22","23","970201"
972,"22","23","970201"
973,"22","23","970100"
974,"22","23","970100"
975,"22","23","970100"
976,"22","23","970100"
977,"22","23","970100"
978,"22","113","951100"
979,"22","113","951100"
980,"22","113","951100"
981,"22","113","951100"
982,"22","113","951100"
983,"22","113","951100"
984,"22","113","951100"
985,"22","113","951100"
986,"22","113","951100"
987,"22","113","951100"
988,"22","113","951100"
989,"22","113","951100"
990,"22","113","951100"
991,"22","101","40900"
992,"22","23","970100"
993,"22","23","970100"
994,"22","23","970100"
995,"22","23","970100"
996,"22","23","970100"
997,"22","23","970100"
998,"22","113","951100"
999,"22","113","951100"
1000,"22","113","951100"
1001,"22","113","951100"
1002,"22","113","951100"
1003,"22","113","951100"
1004,"22","113","951100"
1005,"22","113","951100"
1006,"22","101","40900"
1007,"22","23","970100"
1008,"22","23","970100"
1009,"22","23","970100"
1010,"22","23","970100"
1011,"22","113","951100"
1012,"22","113","951100"
1013,"22","113","951100"
1014,"22","113","951100"
1015,"22","113","951100"
1016,"22","113","951100"
1017,"22","113","951100"
1018,"22","113","951100"
1019,"22","113","951100"
1020,"22","113","951100"
1021,"22","113","951100"
1022,"22","113","951100"
1023,"22","113","951100"
1024,"22","113","951100"
1025,"22","113","951100"
1026,"22","113","951100"
1027,"22","7","50600"
1028,"22","23","970100"
1029,"22","23","970100"
1030,"22","23","970100"
1031,"22","23","970100"
1032,"22","23","970100"
1033,"22","23","970100"
1034,"22","113","951100"
1035,"22","113","951100"
1036,"22","113","951100"
1037,"22","113","951100"
1038,"22","113","951100"
1039,"22","113","951100"
1040,"22","113","951100"
1041,"22","113","951100"
1042,"22","113","951100"
1043,"22","113","951100"
1044,"22","113","951100"
1045,"22","113","951100"
1046,"22","113","951100"
1047,"22","113","951100"
1048,"22","113","951100"
1049,"22","113","951100"
1050,"22","113","951100"
1051,"22","113","951100"
1052,"22","101","40900"
1053,"22","101","40900"
1054,"22","101","40900"
1055,"22","101","40900"
1056,"22","7","50600"
1057,"22","89","63200"
1058,"22","23","970100"
1059,"22","23","970100"
1060,"22","23","970100"
1061,"22","23","970100"
1062,"22","23","970100"
1063,"22","23","970100"
1064,"22","23","970100"
1065,"22","23","970100"
1066,"22","23","970100"
1067,"22","113","951100"
1068,"22","113","951100"
1069,"22","113","951100"
1070,"22","113","951100"
1071,"22","113","951100"
1072,"22","113","951100"
1073,"22","113","951100"
1074,"22","113","951100"
1075,"22","113","951100"
1076,"22","113","951100"
1077,"22","113","951100"
1078,"22","113","951100"
1079,"22","113","951100"
1080,"22","113","951100"
1081,"22","113","951100"
1082,"22","113","951100"
1083,"22","113","951100"
1084,"22","113","951100"
1085,"22","113","951100"
1086,"22","101","40900"
1087,"22","99","21000"
1088,"22","99","21000"
1089,"22","7","50600"
1090,"22","89","63200"
1091,"22","23","970100"
1092,"22","23","970100"
1093,"22","23","970100"
1094,"22","23","970100"
1095,"22","23","970100"
1096,"22","23","970100"
1097,"22","23","970100"
1098,"22","23","970100"
1099,"22","23","970100"
1100,"22","113","951100"
1101,"22","113","951100"
1102,"22","113","951100"
1103,"22","113","951100"
1104,"22","113","951100"
1105,"22","113","951100"
1106,"22","113","951100"
1107,"22","113","951100"
1108,"22","113","951100"
1109,"22","7","50600"
1110,"22","7","50600"
1111,"22","89","63200"
1112,"22","89","63200"
1113,"22","23","970201"
1114,"22","23","970100"
1115,"22","23","970100"
1116,"22","23","970100"
1117,"22","23","970100"
1118,"22","23","970100"
1119,"22","23","970100"
1120,"22","23","970100"
1121,"22","23","970100"
1122,"22","23","970100"
1123,"22","23","970100"
1124,"22","113","951100"
1125,"22","113","951100"
1126,"22","113","951100"
1127,"22","113","951100"
1128,"22","113","951100"
1129,"22","113","951100"
1130,"22","113","951100"
1131,"22","113","951100"
1132,"22","113","951100"
1133,"22","113","951100"
1134,"22","113","951100"
1135,"22","113","951100"
1136,"22","113","951100"
1137,"22","113","951100"
1138,"22","113","951100"
1139,"22","101","41100"
1140,"22","99","21000"
1141,"22","99","21000"
1142,"22","7","50500"
1143,"22","7","50600"
1144,"22","7","50600"
1145,"22","7","50600"
1146,"22","23","970201"
1147,"22","23","970201"
1148,"22","23","970201"
1149,"22","23","970100"
1150,"22","23","970100"
1151,"22","23","970100"
1152,"22","23","970100"
1153,"22","23","970100"
1154,"22","23","970100"
1155,"22","23","970100"
1156,"22","23","970100"
1157,"22","23","970100"
1158,"22","23","970100"
1159,"22","23","970100"
1160,"22","23","970100"
1161,"22","113","951100"
1162,"22","113","951100"
1163,"22","113","951100"
1164,"22","113","951100"
1165,"22","113","951100"
1166,"22","113","951100"
1167,"22","113","951100"
1168,"22","113","951100"
1169,"22","113","951100"
1170,"22","113","951100"
1171,"22","113","951100"
1172,"22","113","951100"
1173,"22","113","951100"
1174,"22","113","951100"
1175,"22","113","951100"
1176,"22","113","951100"
1177,"22","113","951100"
1178,"22","113","951100"
1179,"22","101","41100"
1180,"22","101","41100"
1181,"22","101","41100"
1182,"22","99","21000"
1183,"22","99","21000"
1184,"22","99","21000"
1185,"22","7","50500"
1186,"22","7","50500"
1187,"22","7","50600"
1188,"22","89","63200"
1189,"22","23","970201"
1190,"22","23","970201"
1191,"22","23","970201"
1192,"22","23","970201"
1193,"22","23","970201"
1194,"22","23","970201"
1195,"22","23","970201"
1196,"22","23","970201"
1197,"22","23","970100"
1198,"22","23","970100"
1199,"22","23","970100"
1200,"22","23","970100"
1201,"22","23","970100"
1202,"22","23","970100"
1203,"22","23","970100"
1204,"22","23","970100"
1205,"22","113","951100"
1206,"22","113","951100"
1207,"22","113","951100"
1208,"22","113","951100"
1209,"22","113","951100"
1210,"22","113","951100"
1211,"22","113","951100"
1212,"22","113","951100"
1213,"22","113","951100"
1214,"22","113","951100"
1215,"22","113","951100"
1216,"22","113","951100"
1217,"22","101","41100"
1218,"22","101","41100"
1219,"22","101","41100"
1220,"22","101","41100"
1221,"22","99","21000"
1222,"22","99","21000"
1223,"22","7","50500"
1224,"22","7","50500"
1225,"22","7","50500"
1226,"22","7","50600"
1227,"22","89","63200"
1228,"22","89","63200"
1229,"22","89","63200"
1230,"22","89","63200"
1231,"22","89","63200"
1232,"22","89","63200"
1233,"22","89","63200"
1234,"22","89","63200"
1235,"22","23","970201"
1236,"22","23","970201"
1237,"22","23","970201"
1238,"22","23","970201"
1239,"22","23","970201"
1240,"22","23","970201"
